state,district,date,sex,age,ethnicity,population
Negeri Sembilan,Jempol,2024-01-01,female,20-24,overall,4.5
Negeri Sembilan,Jempol,2024-01-01,female,25-29,overall,3.5
Negeri Sembilan,Jempol,2024-01-01,female,30-34,overall,4.8
Negeri Sembilan,Jempol,2024-01-01,female,35-39,overall,4.8
Negeri Sembilan,Jempol,2024-01-01,female,40-44,overall,4.1
Negeri Sembilan,Jempol,2024-01-01,female,45-49,overall,3.1
Negeri Sembilan,Jempol,2024-01-01,female,50-54,overall,2.8
Negeri Sembilan,Jempol,2024-01-01,female,55-59,overall,3.4
Negeri Sembilan,Jempol,2024-01-01,female,60-64,overall,3.7
Negeri Sembilan,Jempol,2024-01-01,female,65-69,overall,3.3
Negeri Sembilan,Jempol,2024-01-01,female,70-74,overall,2.3
Negeri Sembilan,Jempol,2024-01-01,female,75-79,overall,0.8
Negeri Sembilan,Jempol,2024-01-01,female,80-84,overall,0.3
Negeri Sembilan,Jempol,2024-01-01,female,85+,overall,0.0
Negeri Sembilan,Jelebu,2024-01-01,overall,overall,bumi_malay,27.9
Negeri Sembilan,Jelebu,2024-01-01,overall,0-4,bumi_malay,2.0
Negeri Sembilan,Jelebu,2024-01-01,overall,5-9,bumi_malay,2.9
Negeri Sembilan,Jelebu,2024-01-01,overall,10-14,bumi_malay,3.2
Negeri Sembilan,Jelebu,2024-01-01,overall,15-19,bumi_malay,2.6
Negeri Sembilan,Jelebu,2024-01-01,overall,20-24,bumi_malay,2.0
Negeri Sembilan,Jelebu,2024-01-01,overall,25-29,bumi_malay,1.3
Negeri Sembilan,Jelebu,2024-01-01,overall,30-34,bumi_malay,1.9
Negeri Sembilan,Jelebu,2024-01-01,overall,35-39,bumi_malay,1.9
Negeri Sembilan,Jelebu,2024-01-01,overall,40-44,bumi_malay,1.7
Negeri Sembilan,Jelebu,2024-01-01,overall,45-49,bumi_malay,1.4
Negeri Sembilan,Jelebu,2024-01-01,overall,50-54,bumi_malay,1.2
Negeri Sembilan,Jelebu,2024-01-01,overall,55-59,bumi_malay,1.2
Negeri Sembilan,Jelebu,2024-01-01,overall,60-64,bumi_malay,1.8
Negeri Sembilan,Jelebu,2024-01-01,overall,65-69,bumi_malay,1.1
Negeri Sembilan,Jelebu,2024-01-01,overall,70-74,bumi_malay,1.0
Negeri Sembilan,Jelebu,2024-01-01,overall,75-79,bumi_malay,0.5
Negeri Sembilan,Jelebu,2024-01-01,overall,80-84,bumi_malay,0.2
Negeri Sembilan,Jelebu,2024-01-01,overall,85+,bumi_malay,0.0
Negeri Sembilan,Jelebu,2024-01-01,male,overall,bumi_malay,14.6
Negeri Sembilan,Jelebu,2024-01-01,male,0-4,bumi_malay,1.0
Negeri Sembilan,Jelebu,2024-01-01,male,5-9,bumi_malay,1.6
Negeri Sembilan,Jelebu,2024-01-01,male,10-14,bumi_malay,1.7
Negeri Sembilan,Jelebu,2024-01-01,male,15-19,bumi_malay,1.5
Negeri Sembilan,Jelebu,2024-01-01,male,20-24,bumi_malay,1.2
Negeri Sembilan,Jelebu,2024-01-01,male,25-29,bumi_malay,0.7
Negeri Sembilan,Jelebu,2024-01-01,male,30-34,bumi_malay,1.0
Negeri Sembilan,Jelebu,2024-01-01,male,35-39,bumi_malay,1.0
Negeri Sembilan,Jelebu,2024-01-01,male,40-44,bumi_malay,1.0
Negeri Sembilan,Jelebu,2024-01-01,male,45-49,bumi_malay,0.8
Negeri Sembilan,Jelebu,2024-01-01,male,50-54,bumi_malay,0.6
Negeri Sembilan,Jelebu,2024-01-01,male,55-59,bumi_malay,0.6
Negeri Sembilan,Jelebu,2024-01-01,male,60-64,bumi_malay,0.8
Negeri Sembilan,Jelebu,2024-01-01,male,65-69,bumi_malay,0.5
Negeri Sembilan,Jelebu,2024-01-01,male,70-74,bumi_malay,0.4
Negeri Sembilan,Jelebu,2024-01-01,male,75-79,bumi_malay,0.2
Negeri Sembilan,Jelebu,2024-01-01,male,80-84,bumi_malay,0.1
Negeri Sembilan,Jelebu,2024-01-01,male,85+,bumi_malay,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,overall,bumi_malay,13.3
Negeri Sembilan,Jelebu,2024-01-01,female,0-4,bumi_malay,1.0
Negeri Sembilan,Jelebu,2024-01-01,female,5-9,bumi_malay,1.3
Negeri Sembilan,Jelebu,2024-01-01,female,10-14,bumi_malay,1.5
Negeri Sembilan,Jelebu,2024-01-01,female,15-19,bumi_malay,1.1
Negeri Sembilan,Jelebu,2024-01-01,female,20-24,bumi_malay,0.8
Negeri Sembilan,Jelebu,2024-01-01,female,25-29,bumi_malay,0.6
Negeri Sembilan,Jelebu,2024-01-01,female,30-34,bumi_malay,0.9
Negeri Sembilan,Jelebu,2024-01-01,female,35-39,bumi_malay,0.9
Negeri Sembilan,Jelebu,2024-01-01,female,40-44,bumi_malay,0.8
Negeri Sembilan,Jelebu,2024-01-01,female,45-49,bumi_malay,0.7
Negeri Sembilan,Jelebu,2024-01-01,female,50-54,bumi_malay,0.6
Negeri Sembilan,Jelebu,2024-01-01,female,55-59,bumi_malay,0.6
Negeri Sembilan,Jelebu,2024-01-01,female,60-64,bumi_malay,1.0
Negeri Sembilan,Jelebu,2024-01-01,female,65-69,bumi_malay,0.6
Negeri Sembilan,Jelebu,2024-01-01,female,70-74,bumi_malay,0.5
Negeri Sembilan,Jelebu,2024-01-01,female,75-79,bumi_malay,0.2
Negeri Sembilan,Jelebu,2024-01-01,female,80-84,bumi_malay,0.1
Negeri Sembilan,Jelebu,2024-01-01,female,85+,bumi_malay,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,overall,bumi_malay,54.6
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,0-4,bumi_malay,3.7
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,5-9,bumi_malay,4.3
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,10-14,bumi_malay,4.4
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,15-19,bumi_malay,3.8
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,20-24,bumi_malay,6.2
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,25-29,bumi_malay,4.6
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,30-34,bumi_malay,4.8
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,35-39,bumi_malay,4.1
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,40-44,bumi_malay,3.6
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,45-49,bumi_malay,2.5
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,50-54,bumi_malay,2.5
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,55-59,bumi_malay,2.5
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,60-64,bumi_malay,2.9
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,65-69,bumi_malay,2.1
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,70-74,bumi_malay,1.7
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,75-79,bumi_malay,0.7
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,80-84,bumi_malay,0.3
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,85+,bumi_malay,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,male,overall,bumi_malay,26.8
Negeri Sembilan,Kuala Pilah,2024-01-01,male,0-4,bumi_malay,1.8
Negeri Sembilan,Kuala Pilah,2024-01-01,male,5-9,bumi_malay,2.4
Negeri Sembilan,Kuala Pilah,2024-01-01,male,10-14,bumi_malay,2.3
Negeri Sembilan,Kuala Pilah,2024-01-01,male,15-19,bumi_malay,2.0
Negeri Sembilan,Kuala Pilah,2024-01-01,male,20-24,bumi_malay,2.7
Negeri Sembilan,Kuala Pilah,2024-01-01,male,25-29,bumi_malay,2.0
Negeri Sembilan,Kuala Pilah,2024-01-01,male,30-34,bumi_malay,2.5
Negeri Sembilan,Kuala Pilah,2024-01-01,male,35-39,bumi_malay,2.0
Negeri Sembilan,Kuala Pilah,2024-01-01,male,40-44,bumi_malay,1.8
Negeri Sembilan,Kuala Pilah,2024-01-01,male,45-49,bumi_malay,1.2
Negeri Sembilan,Kuala Pilah,2024-01-01,male,50-54,bumi_malay,1.3
Negeri Sembilan,Kuala Pilah,2024-01-01,male,55-59,bumi_malay,1.1
Negeri Sembilan,Kuala Pilah,2024-01-01,male,60-64,bumi_malay,1.4
Negeri Sembilan,Kuala Pilah,2024-01-01,male,65-69,bumi_malay,1.0
Negeri Sembilan,Kuala Pilah,2024-01-01,male,70-74,bumi_malay,0.8
Negeri Sembilan,Kuala Pilah,2024-01-01,male,75-79,bumi_malay,0.3
Negeri Sembilan,Kuala Pilah,2024-01-01,male,80-84,bumi_malay,0.1
Negeri Sembilan,Kuala Pilah,2024-01-01,male,85+,bumi_malay,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,overall,bumi_malay,27.8
Negeri Sembilan,Kuala Pilah,2024-01-01,female,0-4,bumi_malay,1.9
Negeri Sembilan,Kuala Pilah,2024-01-01,female,5-9,bumi_malay,1.9
Negeri Sembilan,Kuala Pilah,2024-01-01,female,10-14,bumi_malay,2.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,15-19,bumi_malay,1.9
Negeri Sembilan,Kuala Pilah,2024-01-01,female,20-24,bumi_malay,3.5
Negeri Sembilan,Kuala Pilah,2024-01-01,female,25-29,bumi_malay,2.6
Negeri Sembilan,Kuala Pilah,2024-01-01,female,30-34,bumi_malay,2.3
Negeri Sembilan,Kuala Pilah,2024-01-01,female,35-39,bumi_malay,2.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,40-44,bumi_malay,1.7
Negeri Sembilan,Kuala Pilah,2024-01-01,female,45-49,bumi_malay,1.3
Negeri Sembilan,Kuala Pilah,2024-01-01,female,50-54,bumi_malay,1.2
Negeri Sembilan,Kuala Pilah,2024-01-01,female,55-59,bumi_malay,1.4
Negeri Sembilan,Kuala Pilah,2024-01-01,female,60-64,bumi_malay,1.5
Negeri Sembilan,Kuala Pilah,2024-01-01,female,65-69,bumi_malay,1.1
Negeri Sembilan,Kuala Pilah,2024-01-01,female,70-74,bumi_malay,0.9
Negeri Sembilan,Kuala Pilah,2024-01-01,female,75-79,bumi_malay,0.4
Negeri Sembilan,Kuala Pilah,2024-01-01,female,80-84,bumi_malay,0.2
Negeri Sembilan,Kuala Pilah,2024-01-01,female,85+,bumi_malay,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,overall,bumi_malay,69.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,0-4,bumi_malay,5.7
Negeri Sembilan,Port Dickson,2024-01-01,overall,5-9,bumi_malay,6.4
Negeri Sembilan,Port Dickson,2024-01-01,overall,10-14,bumi_malay,6.5
Negeri Sembilan,Port Dickson,2024-01-01,overall,15-19,bumi_malay,5.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,20-24,bumi_malay,8.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,25-29,bumi_malay,5.4
Negeri Sembilan,Port Dickson,2024-01-01,overall,30-34,bumi_malay,5.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,35-39,bumi_malay,5.8
Negeri Sembilan,Port Dickson,2024-01-01,overall,40-44,bumi_malay,4.5
Negeri Sembilan,Port Dickson,2024-01-01,overall,45-49,bumi_malay,3.5
Negeri Sembilan,Port Dickson,2024-01-01,overall,50-54,bumi_malay,3.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,55-59,bumi_malay,2.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,60-64,bumi_malay,3.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,65-69,bumi_malay,1.4
Negeri Sembilan,Port Dickson,2024-01-01,overall,70-74,bumi_malay,0.9
Negeri Sembilan,Port Dickson,2024-01-01,overall,75-79,bumi_malay,0.3
Negeri Sembilan,Port Dickson,2024-01-01,overall,80-84,bumi_malay,0.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,85+,bumi_malay,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,overall,bumi_malay,37.0
Negeri Sembilan,Port Dickson,2024-01-01,male,0-4,bumi_malay,2.8
Negeri Sembilan,Port Dickson,2024-01-01,male,5-9,bumi_malay,3.5
Negeri Sembilan,Port Dickson,2024-01-01,male,10-14,bumi_malay,3.6
Negeri Sembilan,Port Dickson,2024-01-01,male,15-19,bumi_malay,3.2
Negeri Sembilan,Port Dickson,2024-01-01,male,20-24,bumi_malay,5.0
Negeri Sembilan,Port Dickson,2024-01-01,male,25-29,bumi_malay,3.1
Negeri Sembilan,Port Dickson,2024-01-01,male,30-34,bumi_malay,2.8
Negeri Sembilan,Port Dickson,2024-01-01,male,35-39,bumi_malay,3.0
Negeri Sembilan,Port Dickson,2024-01-01,male,40-44,bumi_malay,2.5
Negeri Sembilan,Port Dickson,2024-01-01,male,45-49,bumi_malay,1.6
Negeri Sembilan,Port Dickson,2024-01-01,male,50-54,bumi_malay,1.6
Negeri Sembilan,Port Dickson,2024-01-01,male,55-59,bumi_malay,1.3
Negeri Sembilan,Port Dickson,2024-01-01,male,60-64,bumi_malay,1.6
Negeri Sembilan,Port Dickson,2024-01-01,male,65-69,bumi_malay,0.7
Negeri Sembilan,Port Dickson,2024-01-01,male,70-74,bumi_malay,0.5
Negeri Sembilan,Port Dickson,2024-01-01,male,75-79,bumi_malay,0.1
Negeri Sembilan,Port Dickson,2024-01-01,male,80-84,bumi_malay,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,85+,bumi_malay,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,overall,bumi_malay,32.0
Negeri Sembilan,Port Dickson,2024-01-01,female,0-4,bumi_malay,2.9
Negeri Sembilan,Port Dickson,2024-01-01,female,5-9,bumi_malay,2.9
Negeri Sembilan,Port Dickson,2024-01-01,female,10-14,bumi_malay,3.0
Negeri Sembilan,Port Dickson,2024-01-01,female,15-19,bumi_malay,2.4
Negeri Sembilan,Port Dickson,2024-01-01,female,20-24,bumi_malay,3.5
Negeri Sembilan,Port Dickson,2024-01-01,female,25-29,bumi_malay,2.3
Negeri Sembilan,Port Dickson,2024-01-01,female,30-34,bumi_malay,2.8
Negeri Sembilan,Port Dickson,2024-01-01,female,35-39,bumi_malay,2.8
Negeri Sembilan,Port Dickson,2024-01-01,female,40-44,bumi_malay,2.0
Negeri Sembilan,Port Dickson,2024-01-01,female,45-49,bumi_malay,1.9
Negeri Sembilan,Port Dickson,2024-01-01,female,50-54,bumi_malay,1.5
Negeri Sembilan,Port Dickson,2024-01-01,female,55-59,bumi_malay,1.4
Negeri Sembilan,Port Dickson,2024-01-01,female,60-64,bumi_malay,1.3
Negeri Sembilan,Port Dickson,2024-01-01,female,65-69,bumi_malay,0.7
Negeri Sembilan,Port Dickson,2024-01-01,female,70-74,bumi_malay,0.4
Negeri Sembilan,Port Dickson,2024-01-01,female,75-79,bumi_malay,0.1
Negeri Sembilan,Port Dickson,2024-01-01,female,80-84,bumi_malay,0.1
Negeri Sembilan,Port Dickson,2024-01-01,female,85+,bumi_malay,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,overall,bumi_malay,39.6
Negeri Sembilan,Rembau,2024-01-01,overall,0-4,bumi_malay,3.2
Negeri Sembilan,Rembau,2024-01-01,overall,5-9,bumi_malay,2.6
Negeri Sembilan,Rembau,2024-01-01,overall,10-14,bumi_malay,2.8
Negeri Sembilan,Rembau,2024-01-01,overall,15-19,bumi_malay,3.0
Negeri Sembilan,Rembau,2024-01-01,overall,20-24,bumi_malay,5.3
Negeri Sembilan,Rembau,2024-01-01,overall,25-29,bumi_malay,4.1
Negeri Sembilan,Rembau,2024-01-01,overall,30-34,bumi_malay,2.4
Negeri Sembilan,Rembau,2024-01-01,overall,35-39,bumi_malay,2.4
Negeri Sembilan,Rembau,2024-01-01,overall,40-44,bumi_malay,2.0
Negeri Sembilan,Rembau,2024-01-01,overall,45-49,bumi_malay,1.6
Negeri Sembilan,Rembau,2024-01-01,overall,50-54,bumi_malay,1.8
Negeri Sembilan,Rembau,2024-01-01,overall,55-59,bumi_malay,2.1
Negeri Sembilan,Rembau,2024-01-01,overall,60-64,bumi_malay,2.1
Negeri Sembilan,Rembau,2024-01-01,overall,65-69,bumi_malay,1.7
Negeri Sembilan,Rembau,2024-01-01,overall,70-74,bumi_malay,1.2
Negeri Sembilan,Rembau,2024-01-01,overall,75-79,bumi_malay,0.6
Negeri Sembilan,Rembau,2024-01-01,overall,80-84,bumi_malay,0.4
Negeri Sembilan,Rembau,2024-01-01,overall,85+,bumi_malay,0.2
Negeri Sembilan,Rembau,2024-01-01,male,overall,bumi_malay,18.9
Negeri Sembilan,Rembau,2024-01-01,male,0-4,bumi_malay,1.6
Negeri Sembilan,Rembau,2024-01-01,male,5-9,bumi_malay,1.4
Negeri Sembilan,Rembau,2024-01-01,male,10-14,bumi_malay,1.5
Negeri Sembilan,Rembau,2024-01-01,male,15-19,bumi_malay,1.5
Negeri Sembilan,Rembau,2024-01-01,male,20-24,bumi_malay,2.4
Negeri Sembilan,Rembau,2024-01-01,male,25-29,bumi_malay,1.9
Negeri Sembilan,Rembau,2024-01-01,male,30-34,bumi_malay,1.2
Negeri Sembilan,Rembau,2024-01-01,male,35-39,bumi_malay,1.2
Negeri Sembilan,Rembau,2024-01-01,male,40-44,bumi_malay,1.0
Negeri Sembilan,Rembau,2024-01-01,male,45-49,bumi_malay,0.8
Negeri Sembilan,Rembau,2024-01-01,male,50-54,bumi_malay,0.8
Negeri Sembilan,Rembau,2024-01-01,male,55-59,bumi_malay,1.0
Negeri Sembilan,Rembau,2024-01-01,male,60-64,bumi_malay,1.0
Negeri Sembilan,Rembau,2024-01-01,male,65-69,bumi_malay,0.8
Negeri Sembilan,Rembau,2024-01-01,male,70-74,bumi_malay,0.5
Negeri Sembilan,Rembau,2024-01-01,male,75-79,bumi_malay,0.3
Negeri Sembilan,Rembau,2024-01-01,male,80-84,bumi_malay,0.1
Negeri Sembilan,Rembau,2024-01-01,male,85+,bumi_malay,0.1
Negeri Sembilan,Rembau,2024-01-01,female,overall,bumi_malay,20.6
Negeri Sembilan,Rembau,2024-01-01,female,0-4,bumi_malay,1.6
Negeri Sembilan,Rembau,2024-01-01,female,5-9,bumi_malay,1.2
Negeri Sembilan,Rembau,2024-01-01,female,10-14,bumi_malay,1.3
Negeri Sembilan,Rembau,2024-01-01,female,15-19,bumi_malay,1.4
Negeri Sembilan,Rembau,2024-01-01,female,20-24,bumi_malay,2.9
Negeri Sembilan,Rembau,2024-01-01,female,25-29,bumi_malay,2.2
Negeri Sembilan,Rembau,2024-01-01,female,30-34,bumi_malay,1.2
Negeri Sembilan,Rembau,2024-01-01,female,35-39,bumi_malay,1.2
Negeri Sembilan,Rembau,2024-01-01,female,40-44,bumi_malay,1.0
Negeri Sembilan,Rembau,2024-01-01,female,45-49,bumi_malay,0.9
Negeri Sembilan,Rembau,2024-01-01,female,50-54,bumi_malay,0.9
Negeri Sembilan,Rembau,2024-01-01,female,55-59,bumi_malay,1.2
Negeri Sembilan,Rembau,2024-01-01,female,60-64,bumi_malay,1.1
Negeri Sembilan,Rembau,2024-01-01,female,65-69,bumi_malay,0.9
Negeri Sembilan,Rembau,2024-01-01,female,70-74,bumi_malay,0.7
Negeri Sembilan,Rembau,2024-01-01,female,75-79,bumi_malay,0.4
Negeri Sembilan,Rembau,2024-01-01,female,80-84,bumi_malay,0.2
Negeri Sembilan,Rembau,2024-01-01,female,85+,bumi_malay,0.1
Negeri Sembilan,Seremban,2024-01-01,overall,overall,bumi_malay,400.4
Negeri Sembilan,Seremban,2024-01-01,overall,0-4,bumi_malay,31.6
Negeri Sembilan,Seremban,2024-01-01,overall,5-9,bumi_malay,37.9
Negeri Sembilan,Seremban,2024-01-01,overall,10-14,bumi_malay,39.0
Negeri Sembilan,Seremban,2024-01-01,overall,15-19,bumi_malay,31.3
Negeri Sembilan,Seremban,2024-01-01,overall,20-24,bumi_malay,34.5
Negeri Sembilan,Seremban,2024-01-01,overall,25-29,bumi_malay,33.8
Negeri Sembilan,Seremban,2024-01-01,overall,30-34,bumi_malay,35.8
Negeri Sembilan,Seremban,2024-01-01,overall,35-39,bumi_malay,34.8
Negeri Sembilan,Seremban,2024-01-01,overall,40-44,bumi_malay,31.3
Negeri Sembilan,Seremban,2024-01-01,overall,45-49,bumi_malay,22.9
Negeri Sembilan,Seremban,2024-01-01,overall,50-54,bumi_malay,17.8
Negeri Sembilan,Seremban,2024-01-01,overall,55-59,bumi_malay,14.2
Negeri Sembilan,Seremban,2024-01-01,overall,60-64,bumi_malay,15.1
Negeri Sembilan,Seremban,2024-01-01,overall,65-69,bumi_malay,9.2
Negeri Sembilan,Seremban,2024-01-01,overall,70-74,bumi_malay,6.3
Negeri Sembilan,Seremban,2024-01-01,overall,75-79,bumi_malay,3.0
Negeri Sembilan,Seremban,2024-01-01,overall,80-84,bumi_malay,1.5
Negeri Sembilan,Seremban,2024-01-01,overall,85+,bumi_malay,0.3
Negeri Sembilan,Seremban,2024-01-01,male,overall,bumi_malay,201.4
Negeri Sembilan,Seremban,2024-01-01,male,0-4,bumi_malay,15.6
Negeri Sembilan,Seremban,2024-01-01,male,5-9,bumi_malay,20.3
Negeri Sembilan,Seremban,2024-01-01,male,10-14,bumi_malay,20.6
Negeri Sembilan,Seremban,2024-01-01,male,15-19,bumi_malay,16.6
Negeri Sembilan,Seremban,2024-01-01,male,20-24,bumi_malay,16.9
Negeri Sembilan,Seremban,2024-01-01,male,25-29,bumi_malay,16.2
Negeri Sembilan,Seremban,2024-01-01,male,30-34,bumi_malay,18.2
Negeri Sembilan,Seremban,2024-01-01,male,35-39,bumi_malay,17.3
Negeri Sembilan,Seremban,2024-01-01,male,40-44,bumi_malay,15.8
Negeri Sembilan,Seremban,2024-01-01,male,45-49,bumi_malay,11.2
Negeri Sembilan,Seremban,2024-01-01,male,50-54,bumi_malay,8.9
Negeri Sembilan,Seremban,2024-01-01,male,55-59,bumi_malay,6.7
Negeri Sembilan,Seremban,2024-01-01,male,60-64,bumi_malay,7.5
Negeri Sembilan,Seremban,2024-01-01,male,65-69,bumi_malay,4.4
Negeri Sembilan,Seremban,2024-01-01,male,70-74,bumi_malay,3.0
Negeri Sembilan,Seremban,2024-01-01,male,75-79,bumi_malay,1.4
Negeri Sembilan,Seremban,2024-01-01,male,80-84,bumi_malay,0.7
Negeri Sembilan,Seremban,2024-01-01,male,85+,bumi_malay,0.1
Negeri Sembilan,Seremban,2024-01-01,female,overall,bumi_malay,199.0
Negeri Sembilan,Seremban,2024-01-01,female,0-4,bumi_malay,16.0
Negeri Sembilan,Seremban,2024-01-01,female,5-9,bumi_malay,17.6
Negeri Sembilan,Seremban,2024-01-01,female,10-14,bumi_malay,18.4
Negeri Sembilan,Seremban,2024-01-01,female,15-19,bumi_malay,14.7
Negeri Sembilan,Seremban,2024-01-01,female,20-24,bumi_malay,17.6
Negeri Sembilan,Seremban,2024-01-01,female,25-29,bumi_malay,17.6
Negeri Sembilan,Seremban,2024-01-01,female,30-34,bumi_malay,17.6
Negeri Sembilan,Seremban,2024-01-01,female,35-39,bumi_malay,17.5
Negeri Sembilan,Seremban,2024-01-01,female,40-44,bumi_malay,15.5
Negeri Sembilan,Seremban,2024-01-01,female,45-49,bumi_malay,11.7
Negeri Sembilan,Seremban,2024-01-01,female,50-54,bumi_malay,9.0
Negeri Sembilan,Seremban,2024-01-01,female,55-59,bumi_malay,7.6
Negeri Sembilan,Seremban,2024-01-01,female,60-64,bumi_malay,7.6
Negeri Sembilan,Seremban,2024-01-01,female,65-69,bumi_malay,4.8
Negeri Sembilan,Seremban,2024-01-01,female,70-74,bumi_malay,3.3
Negeri Sembilan,Seremban,2024-01-01,female,75-79,bumi_malay,1.6
Negeri Sembilan,Seremban,2024-01-01,female,80-84,bumi_malay,0.8
Negeri Sembilan,Seremban,2024-01-01,female,85+,bumi_malay,0.1
Negeri Sembilan,Tampin,2024-01-01,overall,overall,bumi_malay,52.1
Negeri Sembilan,Tampin,2024-01-01,overall,0-4,bumi_malay,4.7
Negeri Sembilan,Tampin,2024-01-01,overall,5-9,bumi_malay,5.2
Negeri Sembilan,Tampin,2024-01-01,overall,10-14,bumi_malay,5.3
Negeri Sembilan,Tampin,2024-01-01,overall,15-19,bumi_malay,4.8
Negeri Sembilan,Tampin,2024-01-01,overall,20-24,bumi_malay,3.4
Negeri Sembilan,Tampin,2024-01-01,overall,25-29,bumi_malay,3.1
Negeri Sembilan,Tampin,2024-01-01,overall,30-34,bumi_malay,3.8
Negeri Sembilan,Tampin,2024-01-01,overall,35-39,bumi_malay,4.3
Negeri Sembilan,Tampin,2024-01-01,overall,40-44,bumi_malay,3.5
Negeri Sembilan,Tampin,2024-01-01,overall,45-49,bumi_malay,2.7
Negeri Sembilan,Tampin,2024-01-01,overall,50-54,bumi_malay,2.3
Negeri Sembilan,Tampin,2024-01-01,overall,55-59,bumi_malay,2.0
Negeri Sembilan,Tampin,2024-01-01,overall,60-64,bumi_malay,2.3
Negeri Sembilan,Tampin,2024-01-01,overall,65-69,bumi_malay,2.0
Negeri Sembilan,Tampin,2024-01-01,overall,70-74,bumi_malay,1.4
Negeri Sembilan,Tampin,2024-01-01,overall,75-79,bumi_malay,0.7
Negeri Sembilan,Tampin,2024-01-01,overall,80-84,bumi_malay,0.3
Negeri Sembilan,Tampin,2024-01-01,overall,85+,bumi_malay,0.2
Negeri Sembilan,Tampin,2024-01-01,male,overall,bumi_malay,26.7
Negeri Sembilan,Tampin,2024-01-01,male,0-4,bumi_malay,2.3
Negeri Sembilan,Tampin,2024-01-01,male,5-9,bumi_malay,2.8
Negeri Sembilan,Tampin,2024-01-01,male,10-14,bumi_malay,2.7
Negeri Sembilan,Tampin,2024-01-01,male,15-19,bumi_malay,2.4
Negeri Sembilan,Tampin,2024-01-01,male,20-24,bumi_malay,1.8
Negeri Sembilan,Tampin,2024-01-01,male,25-29,bumi_malay,1.9
Negeri Sembilan,Tampin,2024-01-01,male,30-34,bumi_malay,2.1
Negeri Sembilan,Tampin,2024-01-01,male,35-39,bumi_malay,2.2
Negeri Sembilan,Tampin,2024-01-01,male,40-44,bumi_malay,1.9
Negeri Sembilan,Tampin,2024-01-01,male,45-49,bumi_malay,1.4
Negeri Sembilan,Tampin,2024-01-01,male,50-54,bumi_malay,1.1
Negeri Sembilan,Tampin,2024-01-01,male,55-59,bumi_malay,0.9
Negeri Sembilan,Tampin,2024-01-01,male,60-64,bumi_malay,1.1
Negeri Sembilan,Tampin,2024-01-01,male,65-69,bumi_malay,0.9
Negeri Sembilan,Tampin,2024-01-01,male,70-74,bumi_malay,0.7
Negeri Sembilan,Tampin,2024-01-01,male,75-79,bumi_malay,0.3
Negeri Sembilan,Tampin,2024-01-01,male,80-84,bumi_malay,0.2
Negeri Sembilan,Tampin,2024-01-01,male,85+,bumi_malay,0.1
Negeri Sembilan,Tampin,2024-01-01,female,overall,bumi_malay,25.4
Negeri Sembilan,Tampin,2024-01-01,female,0-4,bumi_malay,2.4
Negeri Sembilan,Tampin,2024-01-01,female,5-9,bumi_malay,2.4
Negeri Sembilan,Tampin,2024-01-01,female,10-14,bumi_malay,2.6
Negeri Sembilan,Tampin,2024-01-01,female,15-19,bumi_malay,2.4
Negeri Sembilan,Tampin,2024-01-01,female,20-24,bumi_malay,1.5
Negeri Sembilan,Tampin,2024-01-01,female,25-29,bumi_malay,1.3
Negeri Sembilan,Tampin,2024-01-01,female,30-34,bumi_malay,1.8
Negeri Sembilan,Tampin,2024-01-01,female,35-39,bumi_malay,2.1
Negeri Sembilan,Tampin,2024-01-01,female,40-44,bumi_malay,1.6
